Bowler,venue,BattingTeam,Phase,Batter,Innings,winner,TotalRuns,ExtrasRuns,WicketDeliveries,Balls,Boundaries,WinLoss,battingStyles_x,bowlingStyles,longBowlingStyles,EconomyRate,StrikeRate,BoundaryPercentage,Selected,Year
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,MiddleOvers,SP Narine,1,Royal Challengers Bangalore,11,0,0.0,5,2,1,lhb,rfm,right-arm fast-medium,13.2,inf,40.0,0,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,MiddleOvers,SW Billings,1,Royal Challengers Bangalore,1,0,0.0,1,0,1,,rfm,right-arm fast-medium,6.0,inf,0.0,1,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Powerplay,AM Rahane,1,Royal Challengers Bangalore,6,0,0.0,3,1,1,rhb,rfm,right-arm fast-medium,12.0,inf,33.33333333333333,0,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Powerplay,N Rana,1,Royal Challengers Bangalore,11,1,1.0,5,2,1,lhb,rfm,right-arm fast-medium,13.2,5.0,40.0,1,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Powerplay,SP Narine,1,Royal Challengers Bangalore,0,0,0.0,1,0,1,lhb,rfm,right-arm fast-medium,0.0,inf,0.0,1,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Powerplay,SS Iyer,1,Royal Challengers Bangalore,6,0,0.0,3,1,1,rhb,rfm,right-arm fast-medium,12.0,inf,33.33333333333333,0,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Powerplay,VR Iyer,1,Royal Challengers Bangalore,0,0,1.0,1,0,1,lhb,rfm,right-arm fast-medium,0.0,1.0,0.0,1,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,MiddleOvers,LS Livingstone,2,Punjab Kings,10,0,1.0,4,1,0,rhb,rfm,right-arm fast-medium,15.0,4.0,25.0,1,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,MiddleOvers,M Shahrukh Khan,2,Punjab Kings,1,0,0.0,1,0,0,rhb,rfm,right-arm fast-medium,6.0,inf,0.0,1,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,MiddleOvers,OF Smith,2,Punjab Kings,0,0,0.0,1,0,0,,rfm,right-arm fast-medium,0.0,inf,0.0,1,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,MiddleOvers,PBB Rajapaksa,2,Punjab Kings,12,0,0.0,4,2,0,,rfm,right-arm fast-medium,18.0,inf,50.0,0,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,MiddleOvers,S Dhawan,2,Punjab Kings,7,0,0.0,2,1,0,lhb,rfm,right-arm fast-medium,21.0,inf,50.0,0,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,Powerplay,MA Agarwal,2,Punjab Kings,2,0,0.0,2,0,0,rhb,rfm,right-arm fast-medium,6.0,inf,0.0,1,2020
Akash Deep,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,Powerplay,S Dhawan,2,Punjab Kings,6,0,0.0,4,1,0,lhb,rfm,right-arm fast-medium,9.0,inf,25.0,0,2020
Akash Deep,"Eden Gardens, Kolkata",Kolkata Knight Riders,MiddleOvers,AD Russell,2,Lucknow Super Giants,7,0,0.0,3,1,1,rhb,rfm,right-arm fast-medium,14.0,inf,33.33333333333333,0,2020
Akash Deep,"Eden Gardens, Kolkata",Kolkata Knight Riders,MiddleOvers,RK Singh,1,Kolkata Knight Riders,3,1,0.0,2,0,0,lhb,rfm,right-arm fast-medium,9.0,inf,0.0,0,2020
Akash Deep,"Eden Gardens, Kolkata",Kolkata Knight Riders,MiddleOvers,RK Singh,2,Lucknow Super Giants,1,0,0.0,1,0,1,lhb,rfm,right-arm fast-medium,6.0,inf,0.0,1,2020
Akash Deep,"Eden Gardens, Kolkata",Kolkata Knight Riders,MiddleOvers,SN Thakur,1,Kolkata Knight Riders,16,0,0.0,5,3,0,rhb,rfm,right-arm fast-medium,19.2,inf,60.0,0,2020
Akash Deep,"Eden Gardens, Kolkata",Kolkata Knight Riders,MiddleOvers,VR Iyer,2,Lucknow Super Giants,4,0,1.0,2,1,1,lhb,rfm,right-arm fast-medium,12.0,2.0,50.0,1,2020
Akash Deep,"Eden Gardens, Kolkata",Kolkata Knight Riders,Powerplay,AM Rahane,2,Lucknow Super Giants,17,0,0.0,8,4,1,rhb,rfm,right-arm fast-medium,12.75,inf,50.0,0,2020
Akash Deep,"Eden Gardens, Kolkata",Kolkata Knight Riders,Powerplay,Q de Kock,2,Lucknow Super Giants,13,5,1.0,6,2,1,lhb,rfm,right-arm fast-medium,13.0,6.0,33.33333333333333,1,2020
Akash Deep,"Eden Gardens, Kolkata",Kolkata Knight Riders,Powerplay,Rahmanullah Gurbaz,1,Kolkata Knight Riders,15,6,0.0,8,2,0,rhb,rfm,right-arm fast-medium,11.25,inf,25.0,0,2020
Akash Deep,"Eden Gardens, Kolkata",Kolkata Knight Riders,Powerplay,SP Narine,2,Lucknow Super Giants,13,2,0.0,7,2,1,lhb,rfm,right-arm fast-medium,11.142857142857142,inf,28.57142857142857,0,2020
Akash Deep,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,DeathOvers,Tilak Varma,1,Royal Challengers Bangalore,12,0,0.0,6,2,1,,rfm,right-arm fast-medium,12.0,inf,33.33333333333333,0,2020
Akash Deep,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,MiddleOvers,N Wadhera,1,Royal Challengers Bangalore,1,0,0.0,1,0,1,lhb,rfm,right-arm fast-medium,6.0,inf,0.0,1,2020
Akash Deep,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,MiddleOvers,Tilak Varma,1,Royal Challengers Bangalore,6,0,0.0,5,1,1,,rfm,right-arm fast-medium,7.199999999999999,inf,20.0,0,2020
Akash Deep,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Powerplay,RG Sharma,1,Royal Challengers Bangalore,0,0,1.0,1,0,1,rhb,rfm,right-arm fast-medium,0.0,1.0,0.0,1,2020
Akash Deep,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Powerplay,SA Yadav,1,Royal Challengers Bangalore,3,0,0.0,2,0,1,rhb,rfm,right-arm fast-medium,9.0,inf,0.0,0,2020
Akash Deep,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Powerplay,Tilak Varma,1,Royal Challengers Bangalore,7,0,0.0,3,1,1,,rfm,right-arm fast-medium,14.0,inf,33.33333333333333,0,2020
Akash Deep,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,MiddleOvers,D Brevis,1,Royal Challengers Bangalore,6,0,0.0,5,1,1,rhb,rfm,right-arm fast-medium,7.199999999999999,inf,20.0,0,2020
Akash Deep,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,MiddleOvers,Ishan Kishan,1,Royal Challengers Bangalore,1,0,1.0,3,0,1,lhb,rfm,right-arm fast-medium,2.0,3.0,0.0,1,2020
Akash Deep,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,MiddleOvers,Ramandeep Singh,1,Royal Challengers Bangalore,1,0,0.0,4,0,1,rhb,rfm,right-arm fast-medium,1.5,inf,0.0,1,2020
Akash Deep,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,MiddleOvers,SA Yadav,1,Royal Challengers Bangalore,5,0,0.0,3,1,1,rhb,rfm,right-arm fast-medium,10.0,inf,33.33333333333333,0,2020
Akash Deep,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,MiddleOvers,Tilak Varma,1,Royal Challengers Bangalore,0,0,0.0,3,0,1,,rfm,right-arm fast-medium,0.0,inf,0.0,1,2020
Akash Deep,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,Powerplay,Ishan Kishan,1,Royal Challengers Bangalore,1,0,0.0,3,0,1,lhb,rfm,right-arm fast-medium,2.0,inf,0.0,1,2020
Akash Deep,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,Powerplay,RG Sharma,1,Royal Challengers Bangalore,6,0,0.0,3,1,1,rhb,rfm,right-arm fast-medium,12.0,inf,33.33333333333333,0,2020
Akash Deep,"Wankhede Stadium, Mumbai",Mumbai Indians,MiddleOvers,HH Pandya,2,Mumbai Indians,6,0,0.0,1,1,0,rhb,rfm,right-arm fast-medium,24.0,inf,75.05000000000109,0,2020
Akash Deep,"Wankhede Stadium, Mumbai",Mumbai Indians,MiddleOvers,Ishan Kishan,2,Mumbai Indians,7,0,1.0,4,1,0,lhb,rfm,right-arm fast-medium,10.5,4.0,25.0,1,2020
Akash Deep,"Wankhede Stadium, Mumbai",Mumbai Indians,MiddleOvers,RG Sharma,2,Mumbai Indians,2,1,0.0,2,0,0,rhb,rfm,right-arm fast-medium,6.0,inf,0.0,1,2020
Akash Deep,"Wankhede Stadium, Mumbai",Mumbai Indians,MiddleOvers,SA Yadav,2,Mumbai Indians,26,0,0.0,7,4,0,rhb,rfm,right-arm fast-medium,22.285714285714285,inf,57.14285714285714,0,2020
Akash Deep,"Wankhede Stadium, Mumbai",Mumbai Indians,MiddleOvers,Tilak Varma,2,Mumbai Indians,5,0,0.0,2,1,0,,rfm,right-arm fast-medium,15.0,inf,50.0,0,2020
Akash Deep,"Wankhede Stadium, Mumbai",Mumbai Indians,Powerplay,Ishan Kishan,2,Mumbai Indians,1,0,0.0,1,0,0,lhb,rfm,right-arm fast-medium,6.0,inf,0.0,1,2020
Akash Deep,"Wankhede Stadium, Mumbai",Mumbai Indians,Powerplay,RG Sharma,2,Mumbai Indians,8,1,0.0,6,1,0,rhb,rfm,right-arm fast-medium,8.0,inf,16.666666666666664,0,2020
Akash Deep,"Wankhede Stadium, Mumbai",Rajasthan Royals,DeathOvers,JC Buttler,1,Royal Challengers Bangalore,16,1,0.0,5,2,1,rhb,rfm,right-arm fast-medium,19.2,inf,40.0,0,2020
Akash Deep,"Wankhede Stadium, Mumbai",Rajasthan Royals,DeathOvers,SO Hetmyer,1,Royal Challengers Bangalore,7,0,0.0,2,1,1,lhb,rfm,right-arm fast-medium,21.0,inf,50.0,0,2020
Akash Deep,"Wankhede Stadium, Mumbai",Rajasthan Royals,MiddleOvers,JC Buttler,1,Royal Challengers Bangalore,2,0,0.0,2,0,1,rhb,rfm,right-arm fast-medium,6.0,inf,0.0,1,2020
Akash Deep,"Wankhede Stadium, Mumbai",Rajasthan Royals,MiddleOvers,SV Samson,1,Royal Challengers Bangalore,2,0,0.0,4,0,1,rhb,rfm,right-arm fast-medium,3.0,inf,0.0,1,2020
Akash Deep,"Wankhede Stadium, Mumbai",Rajasthan Royals,Powerplay,D Padikkal,1,Royal Challengers Bangalore,5,0,0.0,7,0,1,lhb,rfm,right-arm fast-medium,4.285714285714286,inf,0.0,1,2020
Akash Deep,"Wankhede Stadium, Mumbai",Rajasthan Royals,Powerplay,JC Buttler,1,Royal Challengers Bangalore,12,0,0.0,5,1,1,rhb,rfm,right-arm fast-medium,14.4,inf,20.0,0,2020
Akash Madhwal,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,DeathOvers,MP Stoinis,1,Lucknow Super Giants,11,0,0.0,6,1,0,rhb,,,11.0,inf,16.666666666666664,0,2020
Akash Madhwal,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,DeathOvers,N Pooran,1,Lucknow Super Giants,10,3,0.0,8,1,0,lhb,,,7.5,inf,12.5,0,2020
Akash Madhwal,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,KH Pandya,1,Lucknow Super Giants,5,0,0.0,7,0,0,lhb,,,4.285714285714286,inf,0.0,1,2020
Akash Madhwal,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,MiddleOvers,MP Stoinis,1,Lucknow Super Giants,5,0,0.0,5,0,0,rhb,,,6.0,inf,0.0,1,2020
Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,DeathOvers,DP Conway,2,Chennai Super Kings,1,0,1.0,2,0,0,lhb,,,3.0,2.0,0.0,1,2020
Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,DeathOvers,MS Dhoni,2,Chennai Super Kings,1,0,0.0,2,0,0,rhb,,,3.0,inf,0.0,1,2020
Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,DeathOvers,S Dube,2,Chennai Super Kings,2,0,0.0,2,0,0,lhb,,,6.0,inf,0.0,1,2020
Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,DeathOvers,Mohsin Khan,2,Mumbai Indians,0,0,1.0,1,0,1,lhb,,,0.0,1.0,0.0,1,2020
Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,DeathOvers,Naveen-ul-Haq,2,Mumbai Indians,1,0,0.0,2,0,1,rhb,,,3.0,inf,0.0,1,2020
Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,MiddleOvers,A Badoni,2,Mumbai Indians,0,0,1.0,4,0,1,rhb,,,0.0,4.0,0.0,1,2020
Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,MiddleOvers,DJ Hooda,2,Mumbai Indians,2,0,0.0,2,0,1,rhb,,,6.0,inf,0.0,1,2020
Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,MiddleOvers,N Pooran,2,Mumbai Indians,0,0,1.0,1,0,1,lhb,,,0.0,1.0,0.0,1,2020
Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,MiddleOvers,Naveen-ul-Haq,2,Mumbai Indians,0,0,0.0,3,0,1,rhb,,,0.0,inf,0.0,1,2020
Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,MiddleOvers,Ravi Bishnoi,2,Mumbai Indians,1,1,1.0,2,0,1,rhb,,,3.0,2.0,0.0,1,2020
Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,Powerplay,KH Pandya,2,Mumbai Indians,0,0,0.0,1,0,1,lhb,,,0.0,inf,0.0,1,2020
Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,Powerplay,PN Mankad,2,Mumbai Indians,2,0,1.0,5,0,1,rhb,,,2.4,5.0,0.0,1,2020
Akash Madhwal,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,DeathOvers,K Rabada,2,Mumbai Indians,2,1,0.0,2,0,1,lhb,,,6.0,inf,0.0,1,2020
Akash Madhwal,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,MiddleOvers,Ashutosh Sharma,2,Mumbai Indians,24,3,0.0,8,3,1,,,,18.0,inf,37.5,0,2020
Akash Madhwal,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,MiddleOvers,Harpreet Brar,2,Mumbai Indians,9,3,0.0,5,1,1,lhb,,,10.8,inf,20.0,0,2020
Akash Madhwal,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,MiddleOvers,JM Sharma,2,Mumbai Indians,0,0,1.0,1,0,1,rhb,,,0.0,1.0,0.0,1,2020
Akash Madhwal,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,MiddleOvers,Shashank Singh,2,Mumbai Indians,2,0,0.0,2,0,1,rhb,,,6.0,inf,0.0,1,2020
Akash Madhwal,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Powerplay,Harpreet Singh,2,Mumbai Indians,6,0,0.0,2,1,1,lhb,,,18.0,inf,50.0,0,2020
Akash Madhwal,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Powerplay,Shashank Singh,2,Mumbai Indians,5,0,0.0,4,1,1,rhb,,,7.5,inf,25.0,0,2020
Akash Madhwal,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,DeathOvers,B Sai Sudharsan,1,Gujarat Titans,2,0,1.0,4,0,0,lhb,,,3.0,4.0,0.0,1,2020
Akash Madhwal,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,DeathOvers,HH Pandya,1,Gujarat Titans,15,1,0.0,6,2,0,rhb,,,15.0,inf,33.33333333333333,0,2020
Akash Madhwal,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,DeathOvers,Shubman Gill,1,Gujarat Titans,7,1,1.0,4,1,0,rhb,,,10.5,4.0,25.0,1,2020
Akash Madhwal,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,MiddleOvers,B Sai Sudharsan,1,Gujarat Titans,1,0,0.0,1,0,0,lhb,,,6.0,inf,0.0,1,2020
Akash Madhwal,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,MiddleOvers,Shubman Gill,1,Gujarat Titans,20,0,0.0,5,3,0,rhb,,,24.0,inf,60.0,0,2020
Akash Madhwal,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Powerplay,Shubman Gill,1,Gujarat Titans,3,0,0.0,4,0,0,rhb,,,4.5,inf,0.0,1,2020
Akash Madhwal,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Powerplay,WP Saha,1,Gujarat Titans,4,0,0.0,2,1,0,rhb,,,12.0,inf,50.0,0,2020
Akash Madhwal,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,DeathOvers,JM Sharma,1,Mumbai Indians,9,0,0.0,6,1,1,rhb,,,9.0,inf,16.666666666666664,0,2020
Akash Madhwal,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,DeathOvers,LS Livingstone,1,Mumbai Indians,12,0,0.0,6,1,1,rhb,,,12.0,inf,16.666666666666664,0,2020
Akash Madhwal,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,MiddleOvers,LS Livingstone,1,Mumbai Indians,13,1,0.0,5,2,1,rhb,,,15.6,inf,40.0,0,2020
Akash Madhwal,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,MiddleOvers,MW Short,1,Mumbai Indians,3,0,0.0,2,0,1,,,,9.0,inf,0.0,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Chennai Super Kings,MiddleOvers,RD Gaikwad,1,Chennai Super Kings,20,0,0.0,8,3,0,rhb,,,15.0,inf,37.5,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Chennai Super Kings,MiddleOvers,S Dube,1,Chennai Super Kings,7,0,0.0,4,1,0,lhb,,,10.5,inf,25.0,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Chennai Super Kings,Powerplay,R Ravindra,1,Chennai Super Kings,5,0,0.0,3,1,0,lhb,,,10.0,inf,33.33333333333333,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Chennai Super Kings,Powerplay,RD Gaikwad,1,Chennai Super Kings,5,0,0.0,3,1,0,rhb,,,10.0,inf,33.33333333333333,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Delhi Capitals,DeathOvers,AR Patel,2,Mumbai Indians,1,0,0.0,2,0,1,lhb,,,3.0,inf,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Delhi Capitals,DeathOvers,T Stubbs,2,Mumbai Indians,18,1,0.0,5,3,1,rhb,,,21.6,inf,60.0,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Delhi Capitals,MiddleOvers,Abishek Porel,2,Mumbai Indians,12,0,0.0,5,2,1,lhb,,,14.4,inf,40.0,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Delhi Capitals,MiddleOvers,PP Shaw,2,Mumbai Indians,1,0,0.0,1,0,1,rhb,,,6.0,inf,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Delhi Capitals,Powerplay,Abishek Porel,2,Mumbai Indians,0,0,0.0,2,0,1,lhb,,,0.0,inf,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Delhi Capitals,Powerplay,DA Warner,2,Mumbai Indians,4,0,0.0,6,1,1,lhb,,,4.0,inf,16.666666666666664,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Delhi Capitals,Powerplay,PP Shaw,2,Mumbai Indians,9,0,0.0,4,2,1,rhb,,,13.5,inf,50.0,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Gujarat Titans,MiddleOvers,AS Joseph,2,Mumbai Indians,5,1,0.0,5,1,1,rhb,,,6.0,inf,20.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Gujarat Titans,MiddleOvers,DA Miller,2,Mumbai Indians,8,0,1.0,4,1,1,lhb,,,12.0,4.0,25.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Gujarat Titans,MiddleOvers,R Tewatia,2,Mumbai Indians,2,0,0.0,2,0,1,lhb,,,6.0,inf,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Gujarat Titans,MiddleOvers,Rashid Khan,2,Mumbai Indians,1,0,0.0,1,0,1,rhb,,,6.0,inf,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Gujarat Titans,Powerplay,DA Miller,2,Mumbai Indians,0,0,0.0,1,0,1,lhb,,,0.0,inf,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Gujarat Titans,Powerplay,HH Pandya,2,Mumbai Indians,4,0,0.0,1,1,1,rhb,,,24.0,inf,75.05000000000109,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Gujarat Titans,Powerplay,Shubman Gill,2,Mumbai Indians,3,0,1.0,5,0,1,rhb,,,3.6,5.0,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Gujarat Titans,Powerplay,V Shankar,2,Mumbai Indians,9,0,0.0,4,2,1,rhb,,,13.5,inf,50.0,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Gujarat Titans,Powerplay,WP Saha,2,Mumbai Indians,0,0,1.0,1,0,1,rhb,,,0.0,1.0,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Rajasthan Royals,MiddleOvers,R Ashwin,2,Rajasthan Royals,6,2,1.0,5,0,0,rhb,,,7.199999999999999,5.0,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Rajasthan Royals,MiddleOvers,R Parag,2,Rajasthan Royals,4,0,0.0,5,0,0,rhb,,,4.8,inf,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Rajasthan Royals,MiddleOvers,SB Dubey,2,Rajasthan Royals,5,0,0.0,2,1,0,lhb,,,15.0,inf,50.0,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Rajasthan Royals,Powerplay,JC Buttler,2,Rajasthan Royals,3,1,1.0,7,0,0,rhb,,,2.571428571428571,7.0,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Rajasthan Royals,Powerplay,R Ashwin,2,Rajasthan Royals,1,0,0.0,2,0,0,rhb,,,3.0,inf,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Rajasthan Royals,Powerplay,R Parag,2,Rajasthan Royals,3,0,0.0,3,0,0,rhb,,,6.0,inf,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Rajasthan Royals,Powerplay,SV Samson,2,Rajasthan Royals,0,0,1.0,1,0,0,rhb,,,0.0,1.0,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,DeathOvers,KM Jadhav,1,Mumbai Indians,2,0,0.0,3,0,1,,,,4.0,inf,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,DeathOvers,PWH de Silva,1,Mumbai Indians,4,0,0.0,3,0,1,,,,8.0,inf,0.0,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,MiddleOvers,F du Plessis,1,Mumbai Indians,11,1,0.0,4,1,1,rhb,,,16.5,inf,25.0,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,MiddleOvers,GJ Maxwell,1,Mumbai Indians,6,0,0.0,3,1,1,rhb,,,12.0,inf,33.33333333333333,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,DeathOvers,Akash Deep,1,Mumbai Indians,1,0,0.0,1,0,1,rhb,,,6.0,inf,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,DeathOvers,KD Karthik,1,Mumbai Indians,18,1,0.0,6,3,1,rhb,,,18.0,inf,50.0,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,MiddleOvers,F du Plessis,1,Mumbai Indians,2,1,0.0,2,0,1,rhb,,,6.0,inf,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,MiddleOvers,KD Karthik,1,Mumbai Indians,17,1,0.0,6,4,1,rhb,,,17.0,inf,66.66666666666666,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Powerplay,F du Plessis,1,Mumbai Indians,5,0,0.0,4,1,1,rhb,,,7.5,inf,25.0,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Powerplay,RM Patidar,1,Mumbai Indians,10,0,0.0,5,2,1,rhb,,,12.0,inf,40.0,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Powerplay,WG Jacks,1,Mumbai Indians,4,0,1.0,3,1,1,rhb,,,8.0,3.0,33.33333333333333,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,DeathOvers,AK Markram,1,Mumbai Indians,3,0,0.0,3,0,1,rhb,,,6.0,inf,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,DeathOvers,GD Phillips,1,Mumbai Indians,0,0,0.0,2,0,1,rhb,,,0.0,inf,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,DeathOvers,H Klaasen,1,Mumbai Indians,8,1,1.0,5,1,1,rhb,,,9.6,5.0,20.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,DeathOvers,HC Brook,1,Mumbai Indians,0,0,1.0,1,0,1,rhb,,,0.0,1.0,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,DeathOvers,MA Agarwal,1,Mumbai Indians,1,0,1.0,2,0,1,rhb,,,3.0,2.0,0.0,1,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,MiddleOvers,H Klaasen,1,Mumbai Indians,4,0,0.0,1,1,1,rhb,,,24.0,inf,75.05000000000109,0,2020
Akash Madhwal,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,MiddleOvers,MA Agarwal,1,Mumbai Indians,9,0,0.0,3,1,1,rhb,,,18.0,inf,33.33333333333333,0,2020
